,stars,body,date
90,1.0,"For beginners or for professionals this guitar is useless I bought it nd when I played for 10 days the ""Bridge"" got broke nd sound quality is the worst even one star is too much for this guitar only useful to showcase on the wall not for playing..I regret buying this pls don't buy any guitar without professional suggestions I recommend you to buy 5k guitar with truss rod",23 July 2021
91,1.0,The Action is very high. It's way higher than ordinary high. The Action is the gap between the strings and the base board. A professional guitarist will not be able to play the guitar having action this high. It will hurt your fingers. So if you are a beginner then please check the action. If it's too high then replace it. I opted for replacement but i don't know if they will send the guitar with same action.,30 January 2020
92,4.0,Okay so I've given this guitar a 4 on 5 as when I received it the first time it's packaging was so bad and the guitar was broken from the neck! After 6 days of patience when  you'll get such a defected product  you can sense how it feels!!!But then I ordered for the replacement for the same and got it delivered at my place after another 5 days of desperate waiting and then I got the actual product  and it now it's on its wires!! A fabulous buy for beginners and good sound quality!!!,5 September 2020
93,5.0,"The media could not be loaded.
                



 Very nice, fabulous and best product at this price range this is the best guitar I have ever. Please don't go on other review. This is the on of the best product.",5 March 2021
94,3.0,Its nice. Please check the product as soon as it is delivered because I firstly got a defective one. Ordered a replacement. The replaced one is fine and good but the there still remains disappointment as only one pick stick( Idk what it is actually called but the one with which u do the strumming)  is given with it.,15 January 2021
95,1.0,"Very bad, second string is so loose with no sound. I want to return it. I am returning, it is so bad and very dissapointing. Sounds coming from it is also not good no Matt how you adjust the string. It is pathetic excuse of a guitar, at least for a beginner like me.",12 December 2018
96,3.0,"Overall product is good for beginners who don't know about guitar and playing for first time & still learning.  I am writing this review after use this about 2 to 3 months.  • I received a good condition guitar.  • This guitar has no truss rod.  • Action(distance between string and fretboard) is high, your finger feel little more stress during playing.  • String quality is average.  • Guitar body attracts scratches more easily.  • Light weight guitar.  • Sound is good and not so loud because Guitar body is small and having 18 frets.  Can be a good choice for beginners.",27 March 2021
97,4.0,nice quality. looks good too. perfect for beginners. free strings and picks is a good deal. i received guitar with a broken piece of wood inside & ordered replacement. got a very good one within 2 days. good one.,18 February 2021
98,5.0,"Got the Guitar in a Good package without any Damage... As I started to play, Sounded little Different from Professional Guitars.... Need to improve sound quality but Ok for this price Range...",25 January 2020
99,5.0,"Its really nice product, reviewing after using it for last 3 months probably, everything is working fine , no issues at all , thank you amazon people for bringing nice and genuine product,",19 July 2019
100,5.0,"It’s a good one. I am just a beginner and so asked my tutor to have a look... and he said it’s good.It’s light so if you wanna kam or take out for picnic... it just goes well. Its perfect. No flaws.Just if your re a professional and really feel like you wanna perform....may be go for Yamaha or something.  Else, it’s good. 7.5/10",10 October 2019
101,1.0,"Not at all good for a beginning. Trust me I wanted to learn guitar and bought this just looking at the best seller sign. But don't fall into that trap.It's distancing b/w the frets is wrong and the distance b/w the fret and the string is too big, causing more pain to the fingers...",30 April 2021
102,1.0,Please don't buy this guitar . After watching all reviews you will definitely think to buy it but Please don't go for it . Sound is ok But the most important it doesn't have truss rod . Means this guitar doesn't have it . So eventually this  guitar's neck will start to bend and you can't do anything . It will unplayable . I do big mistake to buy . Don't go on look . It's look is perfect but future of guitar is not good,8 June 2022
